card_id;front;back;catalan;español;palabra;categoría_gramatical;categoría_de_uso;audio_file_name
cat_esp_516;CAT: Aquesta {{c1::roba}} està bruta.<br>ESP: Esta {{c2::ropa}} está sucia.;[sound:aquesta_roba_esta_bruta.mp3];Aquesta roba està bruta.;Esta ropa está sucia.;roba;nom;Objectes/Vestir;aquesta_roba_esta_bruta.mp3
cat_esp_517;CAT: Necessito unes {{c1::sabates}} noves.<br>ESP: Necesito unos {{c2::zapatos}} nuevos.;[sound:necessito_unes_sabates_noves.mp3];Necessito unes sabates noves.;Necesito unos zapatos nuevos.;sabata;nom;Objectes/Vestir;necessito_unes_sabates_noves.mp3
cat_esp_518;CAT: Una {{c1::camisa}} blanca.<br>ESP: Una {{c2::camisa}} blanca.;[sound:una_camisa_blanca.mp3];Una camisa blanca.;Una camisa blanca.;camisa;nom;Objectes/Vestir;una_camisa_blanca.mp3
cat_esp_519;CAT: Posa't els {{c1::pantalons}} texans.<br>ESP: Ponte los {{c2::pantalones}} vaqueros.;[sound:posa_t_els_pantalons_texans.mp3];Posa't els pantalons texans.;Ponte los pantalones vaqueros.;pantalons;nom;Objectes/Vestir;posa_t_els_pantalons_texans.mp3
cat_esp_520;CAT: Porta una {{c1::faldilla}} curta.<br>ESP: Lleva una {{c2::falda}} corta.;[sound:porta_una_faldilla_curta.mp3];Porta una faldilla curta.;Lleva una falda corta.;faldilla;nom;Objectes/Vestir;porta_una_faldilla_curta.mp3
cat_esp_521;CAT: Un {{c1::vestit}} elegant.<br>ESP: Un {{c2::vestido}} elegante.;[sound:un_vestit_elegant.mp3];Un vestit elegant.;Un vestido elegante.;vestit;nom;Objectes/Vestir;un_vestit_elegant.mp3
cat_esp_522;CAT: La {{c1::jaqueta}} de cuir.<br>ESP: La {{c2::chaqueta}} de cuero.;[sound:la_jaqueta_de_cuir.mp3];La jaqueta de cuir.;La chaqueta de cuero.;jaqueta;nom;Objectes/Vestir;la_jaqueta_de_cuir.mp3
cat_esp_523;CAT: Necessito un {{c1::abric}}.<br>ESP: Necesito un {{c2::abrigo}}.;[sound:necessito_un_abric.mp3];Necessito un abric.;Necesito un abrigo.;abric;nom;Objectes/Vestir;necessito_un_abric.mp3
cat_esp_524;CAT: Porta un {{c1::barret}} de palla.<br>ESP: Lleva un {{c2::sombrero}} de paja.;[sound:porta_un_barret_de_palla.mp3];Porta un barret de palla.;Lleva un sombrero de paja.;barret;nom;Objectes/Accessoris;porta_un_barret_de_palla.mp3
cat_esp_525;CAT: Les meves {{c1::ulleres}} de sol.<br>ESP: Mis {{c2::gafas}} de sol.;[sound:les_meves_ulleres_de_sol.mp3];Les meves ulleres de sol.;Mis gafas de sol.;ulleres;nom;Objectes/Accessoris;les_meves_ulleres_de_sol.mp3
cat_esp_526;CAT: Quin {{c1::rellotge}} més bonic.<br>ESP: Qué {{c2::reloj}} más bonito.;[sound:quin_rellotge_mes_bonic.mp3];Quin rellotge més bonic.;Qué reloj más bonito.;rellotge;nom;Objectes/Accessoris;quin_rellotge_mes_bonic.mp3
cat_esp_527;CAT: Un {{c1::anell}} de compromís.<br>ESP: Un {{c2::anillo}} de compromiso.;[sound:un_anell_de_compromis.mp3];Un anell de compromís.;Un anillo de compromiso.;anell;nom;Objectes/Accessoris;un_anell_de_compromis.mp3
cat_esp_528;CAT: Un {{c1::collaret}} de perles.<br>ESP: Un {{c2::collar}} de perlas.;[sound:un_collaret_de_perles.mp3];Un collaret de perles.;Un collar de perlas.;collaret;nom;Objectes/Accessoris;un_collaret_de_perles.mp3
cat_esp_529;CAT: Pagar amb {{c1::targeta}}.<br>ESP: Pagar con {{c2::tarjeta}}.;[sound:pagar_amb_targeta.mp3];Pagar amb targeta.;Pagar con tarjeta.;targeta;nom;Economia;pagar_amb_targeta.mp3
cat_esp_530;CAT: Obrir un {{c1::compte}} bancari.<br>ESP: Abrir una {{c2::cuenta}} bancaria.;[sound:obrir_un_compte_bancari.mp3];Obrir un compte bancari.;Abrir una cuenta bancaria.;compte;nom;Economia;obrir_un_compte_bancari.mp3
cat_esp_531;CAT: La teva {{c1::adreça}} postal.<br>ESP: Tu {{c2::dirección}} postal.;[sound:la_teva_adreca_postal.mp3];La teva adreça postal.;Tu dirección postal.;adreça;nom;Informació Personal;la_teva_adreca_postal.mp3
cat_esp_532;CAT: Viu en un {{c1::poble}} petit.<br>ESP: Vive en un {{c2::pueblo}} pequeño.;[sound:viu_en_un_poble_petit.mp3];Viu en un poble petit.;Vive en un pueblo pequeño.;poble;nom;Llocs;viu_en_un_poble_petit.mp3
cat_esp_533;CAT: Quin és el teu {{c1::país}}?<br>ESP: ¿Cuál es tu {{c2::país}}?;[sound:quin_es_el_teu_pais.mp3];Quin és el teu país?;¿Cuál es tu país?;país;nom;Llocs/Geografia;quin_es_el_teu_pais.mp3
cat_esp_534;CAT: Viatjar pel {{c1::món}}.<br>ESP: Viajar por el {{c2::mundo}}.;[sound:viatjar_pel_mon.mp3];Viatjar pel món.;Viajar por el mundo.;món;nom;Llocs/Geografia;viatjar_pel_mon.mp3
cat_esp_535;CAT: El {{c1::continent}} africà.<br>ESP: El {{c2::continente}} africano.;[sound:el_continent_africa.mp3];El continent africà.;El continente africano.;continent;nom;Llocs/Geografia;el_continent_africa.mp3
cat_esp_536;CAT: Una {{c1::illa}} deserta.<br>ESP: Una {{c2::isla}} desierta.;[sound:una_illa_deserta.mp3];Una illa deserta.;Una isla desierta.;illa;nom;Llocs/Geografia;una_illa_deserta.mp3
cat_esp_537;CAT: L'{{c1::oceà}} Pacífic.<br>ESP: El {{c2::océano}} Pacífico.;[sound:l_ocea_pacific.mp3];L'oceà Pacífic.;El océano Pacífico.;oceà;nom;Llocs/Geografia;l_ocea_pacific.mp3
cat_esp_538;CAT: Un {{c1::llac}} profund.<br>ESP: Un {{c2::lago}} profundo.;[sound:un_llac_profund.mp3];Un llac profund.;Un lago profundo.;llac;nom;Llocs/Natura;un_llac_profund.mp3
cat_esp_539;CAT: Una {{c1::vall}} verda.<br>ESP: Un {{c2::valle}} verde.;[sound:una_vall_verda.mp3];Una vall verda.;Un valle verde.;vall;nom;Llocs/Natura;una_vall_verda.mp3
cat_esp_540;CAT: El {{c1::desert}} del Sàhara.<br>ESP: El {{c2::desierto}} del Sáhara.;[sound:el_desert_del_sahara.mp3];El desert del Sàhara.;El desierto del Sáhara.;desert;nom;Llocs/Natura;el_desert_del_sahara.mp3
cat_esp_541;CAT: Una {{c1::tempesta}} s'apropa.<br>ESP: Una {{c2::tormenta}} se acerca.;[sound:una_tempesta_s_apropa.mp3];Una tempesta s'apropa.;Una tormenta se acerca.;tempesta;nom;Natura/Temps;una_tempesta_s_apropa.mp3
cat_esp_542;CAT: Va caure un {{c1::llamp}}.<br>ESP: Cayó un {{c2::rayo}}.;[sound:va_caure_un_llamp.mp3];Va caure un llamp.;Cayó un rayo.;llamp;nom;Natura/Temps;va_caure_un_llamp.mp3
cat_esp_543;CAT: Se sent el {{c1::tro}}.<br>ESP: Se oye el {{c2::trueno}}.;[sound:se_sent_el_tro.mp3];Se sent el tro.;Se oye el trueno.;tro;nom;Natura/Temps;se_sent_el_tro.mp3
cat_esp_544;CAT: Una {{c1::pedra}} rodona.<br>ESP: Una {{c2::piedra}} redonda.;[sound:una_pedra_rodona.mp3];Una pedra rodona.;Una piedra redonda.;pedra;nom;Natura/Materials;una_pedra_rodona.mp3
cat_esp_545;CAT: Jugar amb la {{c1::sorra}}.<br>ESP: Jugar con la {{c2::arena}}.;[sound:jugar_amb_la_sorra.mp3];Jugar amb la sorra.;Jugar con la arena.;sorra;nom;Natura/Materials;jugar_amb_la_sorra.mp3
cat_esp_546;CAT: Un objecte de {{c1::metall}}.<br>ESP: Un objeto de {{c2::metal}}.;[sound:un_objecte_de_metall.mp3];Un objecte de metall.;Un objeto de metal.;metall;nom;Materials;un_objecte_de_metall.mp3
cat_esp_547;CAT: Una taula de {{c1::fusta}}.<br>ESP: Una mesa de {{c2::madera}}.;[sound:una_taula_de_fusta.mp3];Una taula de fusta.;Una mesa de madera.;fusta;nom;Materials;una_taula_de_fusta.mp3
cat_esp_548;CAT: Una ampolla de {{c1::plàstic}}.<br>ESP: Una botella de {{c2::plástico}}.;[sound:una_ampolla_de_plastic.mp3];Una ampolla de plàstic.;Una botella de plástico.;plàstic;nom;Materials;una_ampolla_de_plastic.mp3
cat_esp_549;CAT: Una finestra de {{c1::vidre}}.<br>ESP: Una ventana de {{c2::cristal / vidrio}}.;[sound:una_finestra_de_vidre.mp3];Una finestra de vidre.;Una ventana de cristal / vidrio.;vidre;nom;Materials;una_finestra_de_vidre.mp3
cat_esp_550;CAT: Un full de {{c1::paper}}.<br>ESP: Una hoja de {{c2::papel}}.;[sound:un_full_de_paper.mp3];Un full de paper.;Una hoja de papel.;paper;nom;Materials;un_full_de_paper.mp3
cat_esp_551;CAT: Una {{c1::revista}} de moda.<br>ESP: Una {{c2::revista}} de moda.;[sound:una_revista_de_moda.mp3];Una revista de moda.;Una revista de moda.;revista;nom;Publicacions;una_revista_de_moda.mp3
cat_esp_552;CAT: Llegeixo el {{c1::diari}} cada matí.<br>ESP: Leo el {{c2::periódico}} cada mañana.;[sound:llegeixo_el_diari_cada_mati.mp3];Llegeixo el diari cada matí.;Leo el periódico cada mañana.;diari;nom;Publicacions;llegeixo_el_diari_cada_mati.mp3
cat_esp_553;CAT: He rebut un {{c1::missatge}}.<br>ESP: He recibido un {{c2::mensaje}}.;[sound:he_rebut_un_missatge.mp3];He rebut un missatge.;He recibido un mensaje.;missatge;nom;Comunicació;he_rebut_un_missatge.mp3
cat_esp_554;CAT: Una {{c1::notícia}} important.<br>ESP: Una {{c2::noticia}} importante.;[sound:una_noticia_important.mp3];Una notícia important.;Una noticia importante.;notícia;nom;Comunicació;una_noticia_important.mp3
cat_esp_555;CAT: Un {{c1::pensament}} profund.<br>ESP: Un {{c2::pensamiento}} profundo.;[sound:un_pensament_profund.mp3];Un pensament profund.;Un pensamiento profundo.;pensament;nom;Ment/Abstracte;un_pensament_profund.mp3
cat_esp_556;CAT: Un {{c1::sentiment}} estrany.<br>ESP: Un {{c2::sentimiento}} extraño.;[sound:un_sentiment_estrany.mp3];Un sentiment estrany.;Un sentimiento extraño.;sentiment;nom;Emocions/Abstracte;un_sentiment_estrany.mp3
cat_esp_557;CAT: Una {{c1::emoció}} forta.<br>ESP: Una {{c2::emoción}} fuerte.;[sound:una_emocio_forta.mp3];Una emoció forta.;Una emoción fuerte.;emoció;nom;Emocions/Abstracte;una_emocio_forta.mp3
cat_esp_558;CAT: Una {{c1::sorpresa}} agradable.<br>ESP: Una {{c2::sorpresa}} agradable.;[sound:una_sorpresa_agradable.mp3];Una sorpresa agradable.;Una sorpresa agradable.;sorpresa;nom;Emocions;una_sorpresa_agradable.mp3
cat_esp_559;CAT: Sentir {{c1::ràbia}}.<br>ESP: Sentir {{c2::rabia}}.;[sound:sentir_rabia.mp3];Sentir ràbia.;Sentir rabia.;ràbia;nom;Emocions;sentir_rabia.mp3
cat_esp_560;CAT: Mantenir la {{c1::calma}}.<br>ESP: Mantener la {{c2::calma}}.;[sound:mantenir_la_calma.mp3];Mantenir la calma.;Mantener la calma.;calma;nom;Emocions/Estat;mantenir_la_calma.mp3
cat_esp_561;CAT: El {{c1::naixement}} d'un fill.<br>ESP: El {{c2::nacimiento}} de un hijo.;[sound:el_naixement_d_un_fill.mp3];El naixement d'un fill.;El nacimiento de un hijo.;naixement;nom;Vida/Esdeveniments;el_naixement_d_un_fill.mp3
cat_esp_562;CAT: Rentar-se les {{c1::dents}}.<br>ESP: Lavarse los {{c2::dientes}}.;[sound:rentar_se_les_dents.mp3];Rentar-se les dents.;Lavarse los dientes.;dent;nom;Cos;rentar_se_les_dents.mp3
cat_esp_563;CAT: Treure la {{c1::llengua}}.<br>ESP: Sacar la {{c2::lengua}}.;[sound:treure_la_llengua.mp3];Treure la llengua.;Sacar la lengua.;llengua;nom;Cos;treure_la_llengua.mp3
cat_esp_564;CAT: Aixecar les {{c1::espatlles}}.<br>ESP: Encogerse de {{c2::hombros}}.;[sound:aixecar_les_espatlles.mp3];Aixecar les espatlles.;Encogerse de hombros.;espatlla;nom;Cos;aixecar_les_espatlles.mp3
cat_esp_565;CAT: Doblegar el {{c1::colze}}.<br>ESP: Doblar el {{c2::codo}}.;[sound:doblegar_el_colze.mp3];Doblegar el colze.;Doblar el codo.;colze;nom;Cos;doblegar_el_colze.mp3
cat_esp_566;CAT: Doblegar el {{c1::genoll}}.<br>ESP: Doblar la {{c2::rodilla}}.;[sound:doblegar_el_genoll.mp3];Doblegar el genoll.;Doblar la rodilla.;genoll;nom;Cos;doblegar_el_genoll.mp3
cat_esp_567;CAT: El {{c1::dit del peu}}.<br>ESP: El {{c2::dedo del pie}}.;[sound:el_dit_del_peu.mp3];El dit del peu.;El dedo del pie.;dit del peu;nom (compost);Cos;el_dit_del_peu.mp3
cat_esp_568;CAT: El {{c1::cervell}} humà.<br>ESP: El {{c2::cerebro}} humano.;[sound:el_cervell_huma.mp3];El cervell humà.;El cerebro humano.;cervell;nom;Cos;el_cervell_huma.mp3
cat_esp_569;CAT: {{c1::Esperar}} l'autobús.<br>ESP: {{c2::Esperar}} el autobús.;[sound:esperar_l_autobus.mp3];Esperar l'autobús.;Esperar el autobús.;esperar;verb;Accions/Temps;esperar_l_autobus.mp3
cat_esp_570;CAT: {{c1::Entendre}} la pregunta.<br>ESP: {{c2::Entender}} la pregunta.;[sound:entendre_la_pregunta.mp3];Entendre la pregunta.;Entender la pregunta.;entendre;verb;Ment/Comunicació;entendre_la_pregunta.mp3
cat_esp_571;CAT: {{c1::Enviar}} una carta.<br>ESP: {{c1::Enviar}} una carta.;[sound:enviar_una_carta.mp3];Enviar una carta.;Enviar una carta.;enviar;verb;Accions/Comunicació;enviar_una_carta.mp3
cat_esp_572;CAT: {{c1::Rebre}} un paquet.<br>ESP: {{c2::Recibir}} un paquete.;[sound:rebre_un_paquet.mp3];Rebre un paquet.;Recibir un paquete.;rebre;verb;Accions/Comunicació;rebre_un_paquet.mp3
cat_esp_573;CAT: {{c1::Utilitzar}} una eina.<br>ESP: {{c2::Utilizar}} una herramienta.;[sound:utilitzar_una_eina.mp3];Utilitzar una eina.;Utilizar una herramienta.;utilitzar;verb;Accions;utilitzar_una_eina.mp3
cat_esp_574;CAT: {{c1::Intentar}} fer-ho millor.<br>ESP: {{c2::Intentar}} hacerlo mejor.;[sound:intentar_fer_ho_millor.mp3];Intentar fer-ho millor.;Intentar hacerlo mejor.;intentar;verb;Accions/Voluntat;intentar_fer_ho_millor.mp3
cat_esp_575;CAT: {{c1::Continuar}} caminant.<br>ESP: {{c2::Continuar}} caminando.;[sound:continuar_caminant.mp3];Continuar caminant.;Continuar caminando.;continuar;verb;Accions/Temps;continuar_caminant.mp3
cat_esp_576;CAT: {{c1::Comprovar}} les dades.<br>ESP: {{c2::Comprobar}} los datos.;[sound:comprovar_les_dades.mp3];Comprovar les dades.;Comprobar los datos.;comprovar;verb;Accions/Verificació;comprovar_les_dades.mp3
cat_esp_577;CAT: {{c1::Explicar}} una història.<br>ESP: {{c2::Explicar}} una historia.;[sound:explicar_una_historia.mp3];Explicar una història.;Explicar una historia.;explicar;verb;Comunicació;explicar_una_historia.mp3
cat_esp_578;CAT: {{c1::Mostrar}} el camí.<br>ESP: {{c2::Mostrar}} el camino.;[sound:mostrar_el_cami.mp3];Mostrar el camí.;Mostrar el camino.;mostrar;verb;Accions/Comunicació;mostrar_el_cami.mp3
cat_esp_579;CAT: {{c1::Acceptar}} l'oferta.<br>ESP: {{c2::Aceptar}} la oferta.;[sound:acceptar_l_oferta.mp3];Acceptar l'oferta.;Aceptar la oferta.;acceptar;verb;Accions/Decisions;acceptar_l_oferta.mp3
cat_esp_580;CAT: {{c1::Canviar}} de pla.<br>ESP: {{c2::Cambiar}} de plan.;[sound:canviar_de_pla.mp3];Canviar de pla.;Cambiar de plan.;canviar;verb;Accions/Decisions;canviar_de_pla.mp3
cat_esp_581;CAT: {{c1::Aconseguir}} un objectiu.<br>ESP: {{c2::Conseguir}} un objetivo.;[sound:aconseguir_un_objectiu.mp3];Aconseguir un objectiu.;Conseguir un objetivo.;aconseguir;verb;Accions/Resultats;aconseguir_un_objectiu.mp3
cat_esp_582;CAT: {{c1::Mantenir}} la calma.<br>ESP: {{c2::Mantener}} la calma.;[sound:mantenir_la_calma.mp3];Mantenir la calma.;Mantener la calma.;mantenir;verb;Accions/Estat;mantenir_la_calma.mp3
cat_esp_583;CAT: {{c1::Considerar}} les opcions.<br>ESP: {{c2::Considerar}} las opciones.;[sound:considerar_les_opcions.mp3];Considerar les opcions.;Considerar las opciones.;considerar;verb;Ment/Decisions;considerar_les_opcions.mp3
cat_esp_584;CAT: {{c1::Aparèixer}} de sobte.<br>ESP: {{c2::Aparecer}} de repente.;[sound:apareixer_de_sobte.mp3];Aparèixer de sobte.;Aparecer de repente.;aparèixer;verb;Accions/Esdeveniments;apareixer_de_sobte.mp3
cat_esp_585;CAT: {{c1::Evitar}} el problema.<br>ESP: {{c2::Evitar}} el problema.;[sound:evitar_el_problema.mp3];Evitar el problema.;Evitar el problema.;evitar;verb;Accions/Decisions;evitar_el_problema.mp3
cat_esp_586;CAT: {{c1::Morir}} jove.<br>ESP: {{c2::Morir}} joven.;[sound:morir_jove.mp3];Morir jove.;Morir joven.;morir;verb;Vida/Esdeveniments;morir_jove.mp3
cat_esp_587;CAT: {{c1::Obrir}} els ulls.<br>ESP: {{c2::Abrir}} los ojos.;[sound:obrir_els_ulls.mp3];Obrir els ulls.;Abrir los ojos.;obrir;verb;Accions;obrir_els_ulls.mp3
cat_esp_588;CAT: {{c1::Imaginar}} un món millor.<br>ESP: {{c2::Imaginar}} un mundo mejor.;[sound:imaginar_un_mon_millor.mp3];Imaginar un món millor.;Imaginar un mundo mejor.;imaginar;verb;Ment;imaginar_un_mon_millor.mp3
cat_esp_589;CAT: {{c1::Preparar}} el sopar.<br>ESP: {{c2::Preparar}} la cena.;[sound:preparar_el_sopar.mp3];Preparar el sopar.;Preparar la cena.;preparar;verb;Accions/Menjar;preparar_el_sopar.mp3
cat_esp_590;CAT: {{c1::Resoldre}} el problema.<br>ESP: {{c2::Resolver}} el problema.;[sound:resoldre_el_problema.mp3];Resoldre el problema.;Resolver el problema.;resoldre;verb;Accions/Ment;resoldre_el_problema.mp3
cat_esp_591;CAT: {{c1::Succeir}} inesperadament.<br>ESP: {{c2::Suceder}} inesperadamente.;[sound:succeir_inesperadament.mp3];Succeir inesperadament.;Suceder inesperadamente.;succeir;verb;Esdeveniments;succeir_inesperadament.mp3
cat_esp_592;CAT: {{c1::Suposar}} que és veritat.<br>ESP: {{c2::Suponer}} que es verdad.;[sound:suposar_que_es_veritat.mp3];Suposar que és veritat.;Suponer que es verdad.;suposar;verb;Ment/Opinió;suposar_que_es_veritat.mp3
cat_esp_593;CAT: {{c1::Tocar}} la guitarra.<br>ESP: {{c2::Tocar}} la guitarra.;[sound:tocar_la_guitarra.mp3];Tocar la guitarra.;Tocar la guitarra.;tocar;verb;Accions/Sentits;tocar_la_guitarra.mp3
cat_esp_594;CAT: {{c1::Tornar}} a casa aviat.<br>ESP: {{c2::Volver}} a casa pronto.;[sound:tornar_a_casa_aviat.mp3];Tornar a casa aviat.;Volver a casa pronto.;tornar;verb;Moviment;tornar_a_casa_aviat.mp3
cat_esp_595;CAT: {{c1::Provar}} aquest plat.<br>ESP: {{c2::Probar}} este plato.;[sound:provar_aquest_plat.mp3];Provar aquest plat.;Probar este plato.;provar;verb;Accions/Menjar;provar_aquest_plat.mp3
cat_esp_596;CAT: {{c1::Contenir}} la respiració.<br>ESP: {{c2::Contener}} la respiración.;[sound:contenir_la_respiracio.mp3];Contenir la respiració.;Contener la respiración.;contenir;verb;Accions;contenir_la_respiracio.mp3
cat_esp_597;CAT: {{c1::Representar}} un paper.<br>ESP: {{c2::Representar}} un papel.;[sound:representar_un_paper.mp3];Representar un paper.;Representar un papel.;representar;verb;Accions/Art;representar_un_paper.mp3
cat_esp_598;CAT: {{c1::Pagar}} el compte.<br>ESP: {{c2::Pagar}} la cuenta.;[sound:pagar_el_compte.mp3];Pagar el compte.;Pagar la cuenta.;pagar;verb;Accions/Economia;pagar_el_compte.mp3
cat_esp_599;CAT: {{c1::Escoltar}} música.<br>ESP: {{c2::Escuchar}} música.;[sound:escoltar_musica.mp3];Escoltar música.;Escuchar música.;escoltar;verb;Sentits/Accions;escoltar_musica.mp3
cat_esp_600;CAT: {{c1::Tallar}} el pa.<br>ESP: {{c2::Cortar}} el pan.;[sound:tallar_el_pa.mp3];Tallar el pa.;Cortar el pan.;tallar;verb;Accions/Cuina;tallar_el_pa.mp3
