catalan;español;palabra;categoría_gramatical;categoría_de_uso;audio_file_name
cat_esp_641;CAT: Plou {{c1::sovint}} a la tardor.<br>ESP: Llueve {{c2::a menudo}} en otoño.;[sound:plou_sovint_a_la_tardor.mp3];Plou sovint a la tardor.;Llueve a menudo en otoño.;sovint;adverbi;Freqüència;plou_sovint_a_la_tardor.mp3
cat_esp_642;CAT: No ho faig {{c1::sinó}} que hi penso.<br>ESP: No lo hago {{c2::sino}} que lo pienso.;[sound:no_ho_faig_sino_que_hi_penso.mp3];No ho faig sinó que hi penso.;No lo hago sino que lo pienso.;sinó;conjunció adversativa;Contrast/Excepció;no_ho_faig_sino_que_hi_penso.mp3
cat_esp_643;CAT: {{c1::Si}} plou, no sortirem.<br>ESP: {{c2::Si}} llueve, no saldremos.;[sound:si_plou_no_sortirem.mp3];Si plou, no sortirem.;Si llueve, no saldremos.;si;conjunció condicional;Condició;si_plou_no_sortirem.mp3
cat_esp_644;CAT: Fes {{c1::com}} et digui.<br>ESP: Haz {{c2::como}} te diga.;[sound:fes_com_et_digui.mp3];Fes com et digui.;Haz como te diga.;com;conjunció/adverbi;Manera/Comparació;fes_com_et_digui.mp3
cat_esp_645;CAT: Ho faré {{c1::quan}} pugui.<br>ESP: Lo haré {{c2::cuando}} pueda.;[sound:ho_fare_quan_pugui.mp3];Ho faré quan pugui.;Lo haré cuando pueda.;quan;conjunció/adverbi;Temps;ho_fare_quan_pugui.mp3
cat_esp_646;CAT: Vés {{c1::on}} vulguis.<br>ESP: Ve {{c2::donde}} quieras.;[sound:ves_on_vulguis.mp3];Vés on vulguis.;Ve donde quieras.;on;conjunció/adverbi;Lloc;ves_on_vulguis.mp3
cat_esp_647;CAT: No vinc {{c1::perquè}} estic malalt.<br>ESP: No vengo {{c2::porque}} estoy enfermo.;[sound:no_vinc_perque_estic_malalt.mp3];No vinc perquè estic malalt.;No vengo porque estoy enfermo.;perquè;conjunció causal;Causa;no_vinc_perque_estic_malalt.mp3
cat_esp_648;CAT: Treballa {{c1::per}} guanyar diners.<br>ESP: Trabaja {{c2::para}} ganar dinero.;[sound:treballa_per_guanyar_diners.mp3];Treballa per guanyar diners.;Trabaja para ganar dinero.;per;preposició;Finalitat/Causa/Lloc;treballa_per_guanyar_diners.mp3
cat_esp_649;CAT: El llibre és {{c1::sobre}} la taula.<br>ESP: El libro está {{c2::sobre}} la mesa.;[sound:el_llibre_es_sobre_la_taula.mp3];El llibre és sobre la taula.;El libro está sobre la mesa.;sobre;preposició;Lloc/Tema;el_llibre_es_sobre_la_taula.mp3
cat_esp_650;CAT: Viu {{c1::sota}} un pont.<br>ESP: Vive {{c2::debajo}} de un puente.;[sound:viu_sota_un_pont.mp3];Viu sota un pont.;Vive debajo de un puente.;sota;preposició;Lloc;viu_sota_un_pont.mp3
cat_esp_651;CAT: {{c1::Entre}} tu i jo.<br>ESP: {{c2::Entre}} tú y yo.;[sound:entre_tu_i_jo.mp3];Entre tu i jo.;Entre tú y yo.;entre;preposició;Relació/Posició;entre_tu_i_jo.mp3
cat_esp_652;CAT: Caminarem {{c1::fins}} al final.<br>ESP: Caminaremos {{c2::hasta}} el final.;[sound:caminarem_fins_al_final.mp3];Caminarem fins al final.;Caminaremos hasta el final.;fins;preposició;Límit (temps/lloc);caminarem_fins_al_final.mp3
cat_esp_653;CAT: Viatjo {{c1::des de}} Barcelona.<br>ESP: Viajo {{c2::desde}} Barcelona.;[sound:viatjo_des_de_barcelona.mp3];Viatjo des de Barcelona.;Viajo desde Barcelona.;des de;locució preposicional;Origen (temps/lloc);viatjo_des_de_barcelona.mp3
cat_esp_654;CAT: Lluita {{c1::contra}} la injustícia.<br>ESP: Lucha {{c2::contra}} la injusticia.;[sound:lluita_contra_la_injusticia.mp3];Lluita contra la injustícia.;Lucha contra la injusticia.;contra;preposició;Oposició;lluita_contra_la_injusticia.mp3
cat_esp_655;CAT: Anem {{c1::cap a}} la platja.<br>ESP: Vamos {{c2::hacia}} la playa.;[sound:anem_cap_a_la_platja.mp3];Anem cap a la platja.;Vamos hacia la playa.;cap a;locució preposicional;Direcció;anem_cap_a_la_platja.mp3
cat_esp_656;CAT: La meva {{c1::habitació}} és petita.<br>ESP: Mi {{c2::habitación}} es pequeña.;[sound:la_meva_habitacio_es_petita.mp3];La meva habitació és petita.;Mi habitación es pequeña.;habitació;nom;Casa/Llocs;la_meva_habitacio_es_petita.mp3
cat_esp_657;CAT: Un {{c1::jardí}} ple de flors.<br>ESP: Un {{c2::jardín}} lleno de flores.;[sound:un_jardi_ple_de_flors.mp3];Un jardí ple de flors.;Un jardín lleno de flores.;jardí;nom;Casa/Llocs/Natura;un_jardi_ple_de_flors.mp3
cat_esp_658;CAT: Una {{c1::escala}} llarga.<br>ESP: Una {{c2::escalera}} larga.;[sound:una_escala_llarga.mp3];Una escala llarga.;Una escalera larga.;escala;nom;Construcció/Casa;una_escala_llarga.mp3
cat_esp_659;CAT: El {{c1::balcó}} té bones vistes.<br>ESP: El {{c2::balcón}} tiene buenas vistas.;[sound:el_balco_te_bones_vistes.mp3];El balcó té bones vistes.;El balcón tiene buenas vistas.;balcó;nom;Construcció/Casa;el_balco_te_bones_vistes.mp3
cat_esp_660;CAT: El {{c1::sòl}} de fusta.<br>ESP: El {{c2::suelo}} de madera.;[sound:el_sol_de_fusta.mp3];El sòl de fusta.;El suelo de madera.;sòl;nom;Construcció/Casa;el_sol_de_fusta.mp3
cat_esp_661;CAT: Pinta la {{c1::façana}}.<br>ESP: Pinta la {{c2::fachada}}.;[sound:pinta_la_facana.mp3];Pinta la façana.;Pinta la fachada.;façana;nom;Construcció/Casa;pinta_la_facana.mp3
cat_esp_662;CAT: La {{c1::teulada}} necessita reparació.<br>ESP: El {{c2::tejado}} necesita reparación.;[sound:la_teulada_necessita_reparacio.mp3];La teulada necessita reparació.;El tejado necesita reparación.;teulada;nom;Construcció/Casa;la_teulada_necessita_reparacio.mp3
cat_esp_663;CAT: El {{c1::mur}} que ens separa.<br>ESP: El {{c2::muro}} que nos separa.;[sound:el_mur_que_ens_separa.mp3];El mur que ens separa.;El muro que nos separa.;mur;nom;Construcció;el_mur_que_ens_separa.mp3
cat_esp_664;CAT: El {{c1::camí}} és estret.<br>ESP: El {{c2::camino}} es estrecho.;[sound:el_cami_es_estret.mp3];El camí és estret.;El camino es estrecho.;camí;nom;Llocs/Vies;el_cami_es_estret.mp3
cat_esp_665;CAT: Una {{c1::carretera}} perillosa.<br>ESP: Una {{c2::carretera}} peligrosa.;[sound:una_carretera_perillosa.mp3];Una carretera perillosa.;Una carretera peligrosa.;carretera;nom;Llocs/Vies;una_carretera_perillosa.mp3
cat_esp_666;CAT: L'{{c1::autopista}} va cap al sud.<br>ESP: La {{c2::autopista}} va hacia el sur.;[sound:l_autopista_va_cap_al_sud.mp3];L'autopista va cap al sud.;La autopista va hacia el sur.;autopista;nom;Llocs/Vies;l_autopista_va_cap_al_sud.mp3
cat_esp_667;CAT: Creua el {{c1::pas}} de vianants.<br>ESP: Cruza el {{c2::paso}} de peatones.;[sound:creua_el_pas_de_vianants.mp3];Creua el pas de vianants.;Cruza el paso de peatones.;pas;nom;Llocs/Vies;creua_el_pas_de_vianants.mp3
cat_esp_668;CAT: La {{c1::vorera}} està trencada.<br>ESP: La {{c2::acera}} está rota.;[sound:la_vorera_esta_trencada.mp3];La vorera està trencada.;La acera está rota.;vorera;nom;Llocs/Urbanisme;la_vorera_esta_trencada.mp3
cat_esp_669;CAT: Un {{c1::semàfor}} en vermell.<br>ESP: Un {{c2::semáforo}} en rojo.;[sound:un_semafor_en_vermell.mp3];Un semàfor en vermell.;Un semáforo en rojo.;semàfor;nom;Trànsit;un_semafor_en_vermell.mp3
cat_esp_670;CAT: Un {{c1::senyal}} de trànsit.<br>ESP: Una {{c2::señal}} de tráfico.;[sound:un_senyal_de_transit.mp3];Un senyal de trànsit.;Una señal de tráfico.;senyal;nom;Trànsit/Comunicació;un_senyal_de_transit.mp3
cat_esp_671;CAT: Agafa la {{c1::sortida}} 3.<br>ESP: Coge la {{c2::salida}} 3.;[sound:agafa_la_sortida_3.mp3];Agafa la sortida 3.;Coge la salida 3.;sortida;nom;Llocs/Vies;agafa_la_sortida_3.mp3
cat_esp_672;CAT: L'{{c1::entrada}} del pàrquing.<br>ESP: La {{c2::entrada}} del parking.;[sound:l_entrada_del_parquing.mp3];L'entrada del pàrquing.;La entrada del parking.;entrada;nom;Llocs/Vies;l_entrada_del_parquing.mp3
cat_esp_673;CAT: Un {{c1::vehicle}} elèctric.<br>ESP: Un {{c2::vehículo}} eléctrico.;[sound:un_vehicle_electric.mp3];Un vehicle elèctric.;Un vehículo eléctrico.;vehicle;nom;Transport;un_vehicle_electric.mp3
cat_esp_674;CAT: Anar en {{c1::bicicleta}}.<br>ESP: Ir en {{c2::bicicleta}}.;[sound:anar_en_bicicleta.mp3];Anar en bicicleta.;Ir en bicicleta.;bicicleta;nom;Transport/Oci;anar_en_bicicleta.mp3
cat_esp_675;CAT: Una {{c1::moto}} sorollosa.<br>ESP: Una {{c2::moto}} ruidosa.;[sound:una_moto_sorollosa.mp3];Una moto sorollosa.;Una moto ruidosa.;moto;nom;Transport;una_moto_sorollosa.mp3
cat_esp_676;CAT: L'{{c1::autobús}} arriba tard.<br>ESP: El {{c2::autobús}} llega tarde.;[sound:l_autobus_arriba_tard.mp3];L'autobús arriba tard.;El autobús llega tarde.;autobús;nom;Transport;l_autobus_arriba_tard.mp3
cat_esp_677;CAT: Un {{c1::camió}} de mercaderies.<br>ESP: Un {{c2::camión}} de mercancías.;[sound:un_camio_de_mercaderies.mp3];Un camió de mercaderies.;Un camión de mercancías.;camió;nom;Transport;un_camio_de_mercaderies.mp3
cat_esp_678;CAT: L'{{c1::avió}} vola alt.<br>ESP: El {{c2::avión}} vuela alto.;[sound:l_avio_vola_alt.mp3];L'avió vola alt.;El avión vuela alto.;avió;nom;Transport;l_avio_vola_alt.mp3
cat_esp_679;CAT: Un {{c1::vaixell}} de càrrega.<br>ESP: Un {{c2::barco}} de carga.;[sound:un_vaixell_de_carrega.mp3];Un vaixell de càrrega.;Un barco de carga.;vaixell;nom;Transport;un_vaixell_de_carrega.mp3
cat_esp_680;CAT: El {{c1::viatge}} va ser llarg.<br>ESP: El {{c2::viaje}} fue largo.;[sound:el_viatge_va_ser_llarg.mp3];El viatge va ser llarg.;El viaje fue largo.;viatge;nom;Viatges/Esdeveniments;el_viatge_va_ser_llarg.mp3
cat_esp_681;CAT: Una {{c1::maleta}} pesada.<br>ESP: Una {{c2::maleta}} pesada.;[sound:una_maleta_pesada.mp3];Una maleta pesada.;Una maleta pesada.;maleta;nom;Objectes/Viatges;una_maleta_pesada.mp3
cat_esp_682;CAT: El {{c1::passaport}}, si us plau.<br>ESP: El {{c2::pasaporte}}, por favor.;[sound:el_passaport_si_us_plau.mp3];El passaport, si us plau.;El pasaporte, por favor.;passaport;nom;Documents/Viatges;el_passaport_si_us_plau.mp3
cat_esp_683;CAT: Un {{c1::bitllet}} d'anada i tornada.<br>ESP: Un {{c2::billete}} de ida y vuelta.;[sound:un_bitllet_d_anada_i_tornada.mp3];Un bitllet d'anada i tornada.;Un billete de ida y vuelta.;bitllet;nom;Documents/Viatges;un_bitllet_d_anada_i_tornada.mp3
cat_esp_684;CAT: Reservar una habitació d'{{c1::hotel}}.<br>ESP: Reservar una habitación de {{c2::hotel}}.;[sound:reservar_una_habitacio_d_hotel.mp3];Reservar una habitació d'hotel.;Reservar una habitación de hotel.;hotel;nom;Llocs/Viatges;reservar_una_habitacio_d_hotel.mp3
cat_esp_685;CAT: El {{c1::turista}} fa fotos.<br>ESP: El {{c2::turista}} hace fotos.;[sound:el_turista_fa_fotos.mp3];El turista fa fotos.;El turista hace fotos.;turista;nom;Gent/Viatges;el_turista_fa_fotos.mp3
cat_esp_686;CAT: Un {{c1::mapa}} de la ciutat.<br>ESP: Un {{c2::mapa}} de la ciudad.;[sound:un_mapa_de_la_ciutat.mp3];Un mapa de la ciutat.;Un mapa de la ciudad.;mapa;nom;Objectes/Viatges;un_mapa_de_la_ciutat.mp3
cat_esp_687;CAT: El meu {{c1::barri}} és tranquil.<br>ESP: Mi {{c2::barrio}} es tranquilo.;[sound:el_meu_barri_es_tranquil.mp3];El meu barri és tranquil.;Mi barrio es tranquilo.;barri;nom;Llocs/Urbanisme;el_meu_barri_es_tranquil.mp3
cat_esp_688;CAT: El {{c1::conjunt}} de la societat.<br>ESP: El {{c2::conjunto}} de la sociedad.;[sound:el_conjunt_de_la_societat.mp3];El conjunt de la societat.;El conjunto de la sociedad.;conjunt;nom;Abstracte/Quantitat;el_conjunt_de_la_societat.mp3
cat_esp_689;CAT: Un {{c1::membre}} important.<br>ESP: Un {{c2::miembro}} importante.;[sound:un_membre_important.mp3];Un membre important.;Un miembro importante.;membre;nom;Gent/Grups;un_membre_important.mp3
cat_esp_690;CAT: Un {{c1::esforç}} considerable.<br>ESP: Un {{c2::esfuerzo}} considerable.;[sound:un_esforc_considerable.mp3];Un esforç considerable.;Un esfuerzo considerable.;esforç;nom;Accions/Abstracte;un_esforc_considerable.mp3
cat_esp_691;CAT: La {{c1::majoria}} està d'acord.<br>ESP: La {{c2::mayoría}} está de acuerdo.;[sound:la_majoria_esta_d_acord.mp3];La majoria està d'acord.;La mayoría está de acuerdo.;majoria;nom;Quantitat/Grups;la_majoria_esta_d_acord.mp3
cat_esp_692;CAT: Una petita {{c1::minoria}}.<br>ESP: Una pequeña {{c2::minoría}}.;[sound:una_petita_minoria.mp3];Una petita minoria.;Una pequeña minoría.;minoria;nom;Quantitat/Grups;una_petita_minoria.mp3
cat_esp_693;CAT: El {{c1::total}} és deu.<br>ESP: El {{c2::total}} es diez.;[sound:el_total_es_deu.mp3];El total és deu.;El total es diez.;total;nom/adjectiu;Quantitat/Resultat;el_total_es_deu.mp3
cat_esp_694;CAT: La {{c1::meitat}} del pastís.<br>ESP: La {{c2::mitad}} del pastel.;[sound:la_meitat_del_pastis.mp3];La meitat del pastís.;La mitad del pastel.;meitat;nom;Quantitat/Part;la_meitat_del_pastis.mp3
cat_esp_695;CAT: Un {{c1::quart}} d'hora.<br>ESP: Un {{c2::cuarto}} de hora.;[sound:un_quart_d_hora.mp3];Un quart d'hora.;Un cuarto de hora.;quart;nom/numeral;Quantitat/Part/Temps;un_quart_d_hora.mp3
cat_esp_696;CAT: Una {{c1::dotzena}} d'ous.<br>ESP: Una {{c2::docena}} de huevos.;[sound:una_dotzena_d_ous.mp3];Una dotzena d'ous.;Una docena de huevos.;dotzena;nom;Quantitat;una_dotzena_d_ous.mp3
cat_esp_697;CAT: Un {{c1::parell}} de mitjons.<br>ESP: Un {{c2::par}} de calcetines.;[sound:un_parell_de_mitjons.mp3];Un parell de mitjons.;Un par de calcetines.;parell;nom;Quantitat;un_parell_de_mitjons.mp3
cat_esp_698;CAT: El {{c1::doble}} de feina.<br>ESP: El {{c2::doble}} de trabajo.;[sound:el_doble_de_feina.mp3];El doble de feina.;El doble de trabajo.;doble;nom/adjectiu;Quantitat/Relació;el_doble_de_feina.mp3
cat_esp_699;CAT: El {{c1::triple}} salt mortal.<br>ESP: El {{c2::triple}} salto mortal.;[sound:el_triple_salt_mortal.mp3];El triple salt mortal.;El triple salto mortal.;triple;nom/adjectiu;Quantitat/Relació;el_triple_salt_mortal.mp3
cat_esp_700;CAT: El {{c1::percentatge}} ha pujat.<br>ESP: El {{c2::porcentaje}} ha subido.;[sound:el_percentatge_ha_pujat.mp3];El percentatge ha pujat.;El porcentaje ha subido.;percentatge;nom;Mesura/Quantitat;el_percentatge_ha_pujat.mp3
cat_esp_701;CAT: Un {{c1::error}} de càlcul.<br>ESP: Un {{c2::error}} de cálculo.;[sound:un_error_de_calcul.mp3];Un error de càlcul.;Un error de cálculo.;error;nom;Resultats/Abstracte;un_error_de_calcul.mp3
cat_esp_702;CAT: L'{{c1::espai}} és infinit.<br>ESP: El {{c2::espacio}} es infinito.;[sound:l_espai_es_infinit.mp3];L'espai és infinit.;El espacio es infinito.;espai;nom;Lloc/Abstracte;l_espai_es_infinit.mp3
cat_esp_703;CAT: La {{c1::distància}} entre dos punts.<br>ESP: La {{c2::distancia}} entre dos puntos.;[sound:la_distancia_entre_dos_punts.mp3];La distància entre dos punts.;La distancia entre dos puntos.;distància;nom;Mesura/Lloc;la_distancia_entre_dos_punts.mp3
cat_esp_704;CAT: L'{{c1::altura}} de la muntanya.<br>ESP: La {{c2::altura}} de la montaña.;[sound:l_altura_de_la_muntanya.mp3];L'altura de la muntanya.;La altura de la montaña.;altura;nom;Mesura/Mida;l_altura_de_la_muntanya.mp3
cat_esp_705;CAT: La {{c1::profunditat}} del mar.<br>ESP: La {{c2::profundidad}} del mar.;[sound:la_profunditat_del_mar.mp3];La profunditat del mar.;La profundidad del mar.;profunditat;nom;Mesura/Mida;la_profunditat_del_mar.mp3
cat_esp_706;CAT: L'{{c1::amplada}} del riu.<br>ESP: La {{c2::anchura}} del río.;[sound:l_amplada_del_riu.mp3];L'amplada del riu.;La anchura del río.;amplada;nom;Mesura/Mida;l_amplada_del_riu.mp3
cat_esp_707;CAT: La {{c1::llargada}} de la corda.<br>ESP: La {{c2::longitud}} de la cuerda.;[sound:la_llargada_de_la_corda.mp3];La llargada de la corda.;La longitud de la cuerda.;llargada;nom;Mesura/Mida;la_llargada_de_la_corda.mp3
