card_id;front;back;catalan;español;palabra;categoría_gramatical;categoría_de_uso;audio_file_name
cat_esp_356;CAT: El {{c1::benefici}} és clar.<br>ESP: El {{c2::beneficio}} es claro.;[sound:el_benefici_es_clar.mp3];El benefici és clar.;El beneficio es claro.;benefici;nom;Economia/Resultat;el_benefici_es_clar.mp3
cat_esp_357;CAT: Una gran {{c1::pèrdua}}.<br>ESP: Una gran {{c2::pérdida}}.;[sound:una_gran_perdua.mp3];Una gran pèrdua.;Una gran pérdida.;pèrdua;nom;Economia/Resultat;una_gran_perdua.mp3
cat_esp_358;CAT: Un bon {{c1::negoci}}.<br>ESP: Un buen {{c2::negocio}}.;[sound:un_bon_negoci.mp3];Un bon negoci.;Un buen negocio.;negoci;nom;Economia/Treball;un_bon_negoci.mp3
cat_esp_359;CAT: La {{c1::botiga}} del barri.<br>ESP: La {{c2::tienda}} del barrio.;[sound:la_botiga_del_barri.mp3];La botiga del barri.;La tienda del barrio.;botiga;nom;Llocs/Economia;la_botiga_del_barri.mp3
cat_esp_360;CAT: Un {{c1::producte}} de qualitat.<br>ESP: Un {{c2::producto}} de calidad.;[sound:un_producte_de_qualitat.mp3];Un producte de qualitat.;Un producto de calidad.;producte;nom;Economia/Objectes;un_producte_de_qualitat.mp3
cat_esp_361;CAT: La {{c1::quantitat}} importa.<br>ESP: La {{c2::cantidad}} importa.;[sound:la_quantitat_importa.mp3];La quantitat importa.;La cantidad importa.;quantitat;nom;Mesura/Quantitat;la_quantitat_importa.mp3
cat_esp_362;CAT: Una {{c1::xifra}} elevada.<br>ESP: Una {{c2::cifra}} elevada.;[sound:una_xifra_elevada.mp3];Una xifra elevada.;Una cifra elevada.;xifra;nom;Nombre/Mesura;una_xifra_elevada.mp3
cat_esp_363;CAT: La {{c1::data}} del teu aniversari.<br>ESP: La {{c2::fecha}} de tu cumpleaños.;[sound:la_data_del_teu_aniversari.mp3];La data del teu aniversari.;La fecha de tu cumpleaños.;data;nom;Temps;la_data_del_teu_aniversari.mp3
cat_esp_364;CAT: Quina {{c1::hora}} és?<br>ESP: ¿Qué {{c2::hora}} es?;[sound:quina_hora_es.mp3];Quina hora és?;¿Qué hora es?;hora;nom;Temps;quina_hora_es.mp3
cat_esp_365;CAT: Espera un {{c1::minut}}.<br>ESP: Espera un {{c2::minuto}}.;[sound:espera_un_minut.mp3];Espera un minut.;Espera un minuto.;minut;nom;Temps;espera_un_minut.mp3
cat_esp_366;CAT: Només un {{c1::segon}}.<br>ESP: Solo un {{c2::segundo}}.;[sound:nomes_un_segon.mp3];Només un segon.;Solo un segundo.;segon;nom;Temps;nomes_un_segon.mp3
cat_esp_367;CAT: La {{c1::setmana}} que ve.<br>ESP: La {{c2::semana}} que viene.;[sound:la_setmana_que_ve.mp3];La setmana que ve.;La semana que viene.;setmana;nom;Temps;la_setmana_que_ve.mp3
cat_esp_368;CAT: El {{c1::mes}} de gener.<br>ESP: El {{c2::mes}} de enero.;[sound:el_mes_de_gener.mp3];El mes de gener.;El mes de enero.;mes;nom;Temps;el_mes_de_gener.mp3
cat_esp_369;CAT: El {{c1::segle}} passat.<br>ESP: El {{c2::siglo}} pasado.;[sound:el_segle_passat.mp3];El segle passat.;El siglo pasado.;segle;nom;Temps;el_segle_passat.mp3
cat_esp_370;CAT: A la {{c1::tarda}} aniré a comprar.<br>ESP: Por la {{c2::tarde}} iré a comprar.;[sound:a_la_tarda_anire_a_comprar.mp3];A la tarda aniré a comprar.;Por la tarde iré a comprar.;tarda;nom;Temps;a_la_tarda_anire_a_comprar.mp3
cat_esp_371;CAT: Al {{c1::vespre}} miro la tele.<br>ESP: Al {{c2::atardecer}} veo la tele.;[sound:al_vespre_miro_la_tele.mp3];Al vespre miro la tele.;Al atardecer veo la tele.;vespre;nom;Temps;al_vespre_miro_la_tele.mp3
cat_esp_372;CAT: {{c1::Sovint}} va al cinema.<br>ESP: {{c2::A menudo}} va al cine.;[sound:sovint_va_al_cinema.mp3];Sovint va al cinema.;A menudo va al cine.;sovint;adverbi;Freqüència;sovint_va_al_cinema.mp3
cat_esp_373;CAT: Ho fa {{c1::rarament}}.<br>ESP: Lo hace {{c2::raramente}}.;[sound:ho_fa_rarament.mp3];Ho fa rarament.;Lo hace raramente.;rarament;adverbi;Freqüència;ho_fa_rarament.mp3
cat_esp_374;CAT: {{c1::De vegades}} em sento cansat.<br>ESP: {{c2::A veces}} me siento cansado.;[sound:de_vegades_em_sento_cansat.mp3];De vegades em sento cansat.;A veces me siento cansado.;de vegades;locució adverbial;Freqüència;de_vegades_em_sento_cansat.mp3
cat_esp_375;CAT: {{c1::Perdó}}, no t'havia vist.<br>ESP: {{c2::Perdón}}, no te había visto.;[sound:perdo_no_t_havia_vist.mp3];Perdó, no t'havia vist.;Perdón, no te había visto.;perdó;interjecció;Cortesia;perdo_no_t_havia_vist.mp3
cat_esp_376;CAT: Ves amb {{c1::compte}}.<br>ESP: Ve con {{c2::cuidado}}.;[sound:ves_amb_compte.mp3];Ves amb compte.;Ve con cuidado.;compte;nom/interjecció;Advertència;ves_amb_compte.mp3
cat_esp_377;CAT: Para {{c1::atenció}}!<br>ESP: ¡Presta {{c2::atención}}!;[sound:para_atencio.mp3];Para atenció!;¡Presta atención!;atenció;nom;Advertència/Abstracte;para_atencio.mp3
cat_esp_378;CAT: La {{c1::neu}} cobreix les muntanyes.<br>ESP: La {{c2::nieve}} cubre las montañas.;[sound:la_neu_cobreix_les_muntanyes.mp3];La neu cobreix les muntanyes.;La nieve cubre las montañas.;neu;nom;Natura/Temps;la_neu_cobreix_les_muntanyes.mp3
cat_esp_379;CAT: La {{c1::foscor}} de la nit.<br>ESP: La {{c2::oscuridad}} de la noche.;[sound:la_foscor_de_la_nit.mp3];La foscor de la nit.;La oscuridad de la noche.;foscor;nom;Sensacions/Descripció;la_foscor_de_la_nit.mp3
cat_esp_380;CAT: Quina {{c1::forma}} té?<br>ESP: ¿Qué {{c2::forma}} tiene?;[sound:quina_forma_te.mp3];Quina forma té?;¿Qué forma tiene?;forma;nom;Descripció/Geometria;quina_forma_te.mp3
cat_esp_381;CAT: La {{c1::mida}} no importa.<br>ESP: El {{c2::tamaño}} no importa.;[sound:la_mida_no_importa.mp3];La mida no importa.;El tamaño no importa.;mida;nom;Descripció/Mesura;la_mida_no_importa.mp3
cat_esp_382;CAT: Quin és el {{c1::pes}}?<br>ESP: ¿Cuál es el {{c2::peso}}?;[sound:quin_es_el_pes.mp3];Quin és el pes?;¿Cuál es el peso?;pes;nom;Mesura;quin_es_el_pes.mp3
cat_esp_383;CAT: Un carrer {{c1::ample}}.<br>ESP: Una calle {{c2::ancha}}.;[sound:un_carrer_ample.mp3];Un carrer ample.;Una calle ancha.;ample;adjectiu;Descripció/Mida;un_carrer_ample.mp3
cat_esp_384;CAT: Un passadís {{c1::estret}}.<br>ESP: Un pasillo {{c2::estrecho}}.;[sound:un_passadis_estret.mp3];Un passadís estret.;Un pasillo estrecho.;estret;adjectiu;Descripció/Mida;un_passadis_estret.mp3
cat_esp_385;CAT: Un llibre {{c1::gros}}.<br>ESP: Un libro {{c2::gordo / grueso}}.;[sound:un_llibre_gros.mp3];Un llibre gros.;Un libro gordo / grueso.;gros;adjectiu;Descripció/Mida;un_llibre_gros.mp3
cat_esp_386;CAT: Un fil molt {{c1::prim}}.<br>ESP: Un hilo muy {{c2::fino / delgado}}.;[sound:un_fil_molt_prim.mp3];Un fil molt prim.;Un hilo muy fino / delgado.;prim;adjectiu;Descripció/Mida;un_fil_molt_prim.mp3
cat_esp_387;CAT: La {{c1::veritat}} sempre surt.<br>ESP: La {{c2::verdad}} siempre sale.;[sound:la_veritat_sempre_surt.mp3];La veritat sempre surt.;La verdad siempre sale.;veritat;nom;Abstracte/Opinió;la_veritat_sempre_surt.mp3
cat_esp_388;CAT: Això és una {{c1::mentida}}.<br>ESP: Eso es una {{c2::mentira}}.;[sound:aixo_es_una_mentida.mp3];Això és una mentida.;Eso es una mentira.;mentida;nom;Abstracte/Opinió;aixo_es_una_mentida.mp3
cat_esp_389;CAT: El terra és {{c1::net}}.<br>ESP: El suelo está {{c2::limpio}}.;[sound:el_terra_es_net.mp3];El terra és net.;El suelo está limpio.;net;adjectiu;Descripció/Estat;el_terra_es_net.mp3
cat_esp_390;CAT: Quina roba més {{c1::bruta}}!<br>ESP: ¡Qué ropa más {{c2::sucia}}!;[sound:quina_roba_mes_bruta.mp3];Quina roba més bruta!;¡Qué ropa más sucia!;brut;adjectiu;Descripció/Estat;quina_roba_mes_bruta.mp3
cat_esp_391;CAT: El got és {{c1::ple}}.<br>ESP: El vaso está {{c2::lleno}}.;[sound:el_got_es_ple.mp3];El got és ple.;El vaso está lleno.;ple;adjectiu;Estat/Quantitat;el_got_es_ple.mp3
cat_esp_392;CAT: El carrer està {{c1::buit}}.<br>ESP: La calle está {{c2::vacía}}.;[sound:el_carrer_esta_buit.mp3];El carrer està buit.;La calle está vacía.;buit;adjectiu;Estat/Quantitat;el_carrer_esta_buit.mp3
cat_esp_393;CAT: La botiga està {{c1::oberta}}.<br>ESP: La tienda está {{c2::abierta}}.;[sound:la_botiga_esta_oberta.mp3];La botiga està oberta.;La tienda está abierta.;obert;adjectiu;Estat;la_botiga_esta_oberta.mp3
cat_esp_394;CAT: El museu està {{c1::tancat}}.<br>ESP: El museo está {{c2::cerrado}}.;[sound:el_museu_esta_tancat.mp3];El museu està tancat.;El museo está cerrado.;tancat;adjectiu;Estat;el_museu_esta_tancat.mp3
cat_esp_395;CAT: El llum està {{c1::encès}}.<br>ESP: La luz está {{c2::encendida}}.;[sound:el_llum_esta_ences.mp3];El llum està encès.;La luz está encendida.;encès;adjectiu;Estat;el_llum_esta_ences.mp3
cat_esp_396;CAT: El mòbil està {{c1::apagat}}.<br>ESP: El móvil está {{c2::apagado}}.;[sound:el_mobil_esta_apagat.mp3];El mòbil està apagat.;El móvil está apagado.;apagat;adjectiu;Estat;el_mobil_esta_apagat.mp3
cat_esp_397;CAT: El gat encara és {{c1::viu}}.<br>ESP: El gato todavía está {{c2::vivo}}.;[sound:el_gat_encara_es_viu.mp3];El gat encara és viu.;El gato todavía está vivo.;viu;adjectiu;Estat/Vida;el_gat_encara_es_viu.mp3
cat_esp_398;CAT: {{c1::Enfadat}} amb el món.<br>ESP: {{c2::Enfadado}} con el mundo.;[sound:enfadat_amb_el_mon.mp3];Enfadat amb el món.;Enfadado con el mundo.;enfadat;adjectiu;Emocions;enfadat_amb_el_mon.mp3
cat_esp_399;CAT: Estigues {{c1::tranquil}}.<br>ESP: Estate {{c2::tranquilo}}.;[sound:estigues_tranquil.mp3];Estigues tranquil.;Estate tranquilo.;tranquil;adjectiu;Emocions/Estat;estigues_tranquil.mp3
cat_esp_400;CAT: Estic una mica {{c1::nerviós}}.<br>ESP: Estoy un poco {{c2::nervioso}}.;[sound:estic_una_mica_nervios.mp3];Estic una mica nerviós.;Estoy un poco nervioso.;nerviós;adjectiu;Emocions/Estat;estic_una_mica_nervios.mp3
